CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID
108,110020008202500001,202500001,2025-06-29,293,8,1,2,3,6,3,3,2025-06-27 08:29:00,2025-06-29 07:29:00,2025-06-29 11:29:00,16.208594,76.651013,Consequuntur blanditiis fugit pariatur debitis aut nam mollitia consectetur quisquam provident dicta iure.,1002
109,110270080202300001,202300001,2023-05-18,332,80,1,2,4,8,2,28,2023-05-18 03:00:00,2023-05-18 04:00:00,2023-05-18 06:00:00,15.92679,77.954189,Amet magnam accusamus distinctio dolorum eius quia dolorum culpa ipsam eaque.,1027
110,110060019202500001,202500001,2025-09-08,180,19,1,1,6,12,2,7,2025-09-07 20:54:00,2025-09-08 12:54:00,2025-09-08 15:54:00,17.203403,75.795294,Ab eos labore qui maiores non inventore facere ad dignissimos eos est corrupti blanditiis quo.,1006
111,110040013202200001,202200001,2022-05-03,4,13,1,2,3,7,2,5,2022-05-01 07:45:00,2022-05-03 04:45:00,2022-05-03 06:45:00,16.38449,76.885574,Animi qui iure odit explicabo sed id nemo accusamus.,1004
112,144300002202600001,202600001,2026-03-12,127,2,1,1,1,2,2,1,2026-03-10 22:37:00,2026-03-12 02:37:00,2026-03-12 07:37:00,13.016726,77.616242,Vitae eos laboriosam aliquam numquam ab accusamus occaecati nulla ratione voluptatem reiciendis porro quae ex.,4430
113,810100030202300001,202300001,2023-04-30,174,30,8,2,3,6,3,11,2023-04-29 12:16:00,2023-04-30 09:16:00,2023-04-30 11:16:00,13.40662,76.676463,Repellat illum illo in dolorem eligendi odio consectetur amet nobis nisi rem laudantium praesentium.,1010
114,110050016202300003,202300003,2023-04-24,283,16,1,2,2,4,1,6,2023-04-23 15:12:00,2023-04-24 02:12:00,2023-04-24 05:12:00,15.784343,75.691029,Temporibus repudiandae praesentium amet officiis temporibus aspernatur dolores deleniti possimus delectus.,1005
115,110110035202400001,202400001,2024-04-12,254,35,1,1,3,6,1,12,2024-04-11 10:34:00,2024-04-12 03:34:00,2024-04-12 09:34:00,11.638774,75.11992,Rerum eos praesentium corrupti consectetur alias odit eveniet soluta ullam.,1011
116,110200058202200001,202200001,2022-11-19,241,58,1,1,6,12,3,21,2022-11-19 11:19:00,2022-11-19 21:19:00,2022-11-19 21:19:00,17.023132,76.597835,Amet ducimus repudiandae soluta maxime omnis culpa neque aperiam quod voluptate asperiores.,1020
117,110200058202300001,202300001,2023-12-30,241,58,1,2,1,1,1,21,2023-12-29 10:32:00,2023-12-30 12:32:00,2023-12-30 18:32:00,16.958095,76.588609,Aperiam facere sapiente aliquam unde ducimus ipsam.,1020
118,110020007202600001,202600001,2026-03-13,322,7,1,1,1,1,1,3,2026-03-13 02:15:00,2026-03-13 17:15:00,2026-03-13 18:15:00,16.122574,76.691104,Aliquam molestiae sequi quae modi commodi ab id omnis.,1002
119,110250074202400001,202400001,2024-03-31,191,74,1,1,6,12,2,26,2024-03-31 06:43:00,2024-03-31 11:43:00,2024-03-31 11:43:00,13.27444,78.44666,Quam culpa facilis ducimus et eos odio beatae ducimus illum commodi hic alias blanditiis.,1025
120,810160049202300001,202300001,2023-02-09,317,49,8,1,2,4,4,17,2023-02-09 16:28:00,2023-02-09 20:28:00,2023-02-09 21:28:00,14.998188,76.25737,Voluptas corrupti ratione dolores nihil ut veritatis voluptatum aliquam aperiam ab et.,1016
121,410240070202400001,202400001,2024-06-06,34,70,4,1,4,9,1,25,2024-06-06 11:25:00,2024-06-06 23:25:00,2024-06-07 01:25:00,13.257709,74.167335,Deleniti sed tempora placeat illo iusto molestiae provident ab earum.,1024
122,110090027202200001,202200001,2022-11-01,88,27,1,2,5,10,3,10,2022-10-30 18:39:00,2022-11-01 01:39:00,2022-11-01 01:39:00,15.909828,75.517783,Officia eius hic distinctio aliquid nihil consequuntur delectus dolorum sequi sed ratione quidem adipisci.,1009
123,110060018202400001,202400001,2024-02-24,132,18,1,2,2,3,3,7,2024-02-24 02:26:00,2024-02-24 04:26:00,2024-02-24 07:26:00,17.297456,75.743473,Soluta nemo asperiores cupiditate repudiandae doloremque inventore cumque animi odit culpa eaque vel dolor.,1006
124,110030009202400001,202400001,2024-01-06,101,9,1,2,4,8,1,4,2024-01-05 18:34:00,2024-01-06 15:34:00,2024-01-06 19:34:00,16.012908,78.333258,Voluptas delectus consectetur libero perferendis nemo facilis pariatur id modi repellendus in explicabo officiis temporibus.,1003
125,110060019202600001,202600001,2026-05-14,180,19,1,2,4,9,1,7,2026-05-12 13:03:00,2026-05-14 08:03:00,2026-05-14 09:03:00,17.325623,75.721371,Adipisci provident occaecati quisquam aliquam accusamus ipsum magni nisi.,1006
126,144300002202600002,202600002,2026-02-18,136,2,1,2,2,3,3,1,2026-02-17 13:48:00,2026-02-18 01:48:00,2026-02-18 02:48:00,12.987002,77.582505,Quo ab excepturi quis distinctio deleniti voluptatibus saepe dolor optio temporibus error commodi nulla.,4430
127,110060018202300002,202300002,2023-10-14,132,18,1,1,3,7,3,7,2023-10-13 10:44:00,2023-10-14 23:44:00,2023-10-15 03:44:00,17.327768,75.740493,Doloribus dolores assumenda omnis fugit quia commodi laborum.,1006
128,110220066202300001,202300001,2023-01-21,279,66,1,1,3,7,1,23,2023-01-21 00:34:00,2023-01-21 15:34:00,2023-01-21 15:34:00,13.185017,76.411987,Expedita doloribus excepturi ipsa voluptatem ratione tenetur optio laudantium suscipit dolorem tempora consectetur in cumque.,1022
129,110170051202200001,202200001,2022-01-02,147,51,1,2,5,11,1,18,2022-01-01 13:58:00,2022-01-02 10:58:00,2022-01-02 10:58:00,17.857318,75.328418,Officia debitis non natus recusandae aut laboriosam.,1017
130,110080024202500001,202500001,2025-04-16,367,24,1,2,2,5,3,9,2025-04-16 17:58:00,2025-04-16 22:58:00,2025-04-17 00:58:00,12.601257,74.535373,Deleniti totam alias porro quibusdam aliquid nisi.,1008
131,110120038202500001,202500001,2025-09-18,372,38,1,1,1,2,1,13,2025-09-17 08:37:00,2025-09-18 12:37:00,2025-09-18 18:37:00,13.91924,77.202169,Labore molestiae pariatur eaque cupiditate ipsa et exercitationem labore id.,1012
132,110110034202400001,202400001,2024-09-24,374,34,1,2,2,5,3,12,2024-09-23 04:20:00,2024-09-24 20:20:00,2024-09-25 02:20:00,11.869083,75.077774,Accusantium fuga perferendis minima quibusdam illum dolorem non quidem voluptatum dolor quia aspernatur fuga.,1011
133,110270082202500001,202500001,2025-09-25,113,82,1,1,2,5,3,28,2025-09-23 21:52:00,2025-09-25 18:52:00,2025-09-25 22:52:00,15.885407,77.928149,Iste rerum quam ad ut aliquid sint eaque occaecati qui necessitatibus facilis natus inventore.,1027
134,110280086202600001,202600001,2026-04-28,38,86,1,2,2,4,1,29,2026-04-27 10:02:00,2026-04-28 18:02:00,2026-04-28 19:02:00,16.801436,78.060172,Enim consequuntur adipisci iure voluptatem explicabo totam voluptatem consectetur aliquid nesciunt aperiam est praesentium quasi.,1028
135,110100031202200001,202200001,2022-06-09,14,31,1,2,3,7,2,11,2022-06-07 08:22:00,2022-06-09 07:22:00,2022-06-09 09:22:00,13.461268,76.689294,Molestiae quae temporibus a debitis cupiditate ipsum non architecto adipisci iste repellendus.,1010
136,144300002202300003,202300003,2023-06-28,127,2,1,2,6,13,3,1,2023-06-28 02:15:00,2023-06-28 06:15:00,2023-06-28 09:15:00,13.000069,77.597875,Quae at laborum similique blanditiis sint minima nihil voluptatibus quam iste quod praesentium ipsam explicabo.,4430
137,110130040202400001,202400001,2024-05-09,261,40,1,2,4,9,1,14,2024-05-07 22:56:00,2024-05-09 05:56:00,2024-05-09 11:56:00,15.291226,77.866194,Quasi molestias aspernatur perferendis sit minus ducimus explicabo similique aspernatur repellendus adipisci beatae exercitationem distinctio cumque.,1013
138,310170052202500001,202500001,2025-08-26,307,52,3,2,2,5,1,18,2025-08-26 14:14:00,2025-08-26 21:14:00,2025-08-26 21:14:00,17.851111,75.329035,Quam aliquam itaque cupiditate nemo quam at cum quisquam nihil dolor.,1017
139,110190056202400001,202400001,2024-02-08,144,56,1,2,1,1,4,20,2024-02-06 22:46:00,2024-02-08 05:46:00,2024-02-08 10:46:00,16.930352,77.166985,Tenetur vero minima eum numquam vel tempora.,1019
140,110110032202500001,202500001,2025-08-31,265,32,1,2,4,8,4,12,2025-08-30 02:38:00,2025-08-31 05:38:00,2025-08-31 10:38:00,11.752938,75.131217,Quisquam architecto blanditiis quos officiis ea vero asperiores ab.,1011
141,110170052202600001,202600001,2026-02-03,307,52,1,1,6,12,1,18,2026-02-02 05:16:00,2026-02-03 17:16:00,2026-02-03 23:16:00,17.844995,75.336335,Mollitia architecto qui veniam quas consequuntur esse qui odit.,1017
142,110270081202200002,202200002,2022-04-22,288,81,1,1,4,9,1,28,2022-04-22 00:00:00,2022-04-22 11:00:00,2022-04-22 16:00:00,15.908382,77.944301,Provident alias quae minima dicta non beatae aut incidunt natus ea tempora error ratione.,1027
143,110270081202200003,202200003,2022-06-17,288,81,1,2,1,2,3,28,2022-06-16 22:54:00,2022-06-17 15:54:00,2022-06-17 15:54:00,15.917446,77.91588,Rem cupiditate in dolores corrupti minima pariatur commodi reiciendis aliquid quo.,1027
144,110050016202400002,202400002,2024-03-04,212,16,1,1,4,9,2,6,2024-03-03 12:23:00,2024-03-04 05:23:00,2024-03-04 06:23:00,15.784292,75.809032,Fugit vitae harum harum labore repudiandae veritatis rerum quasi maiores.,1005
145,110280084202500001,202500001,2025-03-01,62,84,1,2,6,13,3,29,2025-02-27 22:09:00,2025-03-01 01:09:00,2025-03-01 07:09:00,16.788057,78.063888,Repudiandae labore quis occaecati quasi quae omnis.,1028
146,110010006202500001,202500001,2025-02-07,232,6,1,2,4,9,2,2,2025-02-05 18:53:00,2025-02-07 01:53:00,2025-02-07 05:53:00,14.167601,75.486686,Ex consequuntur ad possimus fugiat dolorum debitis.,1001
147,310090026202400001,202400001,2024-09-02,108,26,3,2,4,9,2,10,2024-08-31 23:05:00,2024-09-02 09:05:00,2024-09-02 15:05:00,15.855278,75.295499,Vitae optio animi at aspernatur alias ab dolores veniam amet et quasi expedita.,1009
148,110060018202500001,202500001,2025-06-24,324,18,1,2,4,9,3,7,2025-06-23 19:07:00,2025-06-24 04:07:00,2025-06-24 04:07:00,17.29905,75.713894,Ratione in in mollitia saepe nostrum nemo aliquid esse et.,1006
149,110250073202500001,202500001,2025-10-31,298,73,1,2,6,12,3,26,2025-10-31 08:12:00,2025-10-31 13:12:00,2025-10-31 13:12:00,13.345977,78.419015,Accusantium aliquam dolore quo dicta illo ea fugit aspernatur.,1025
150,110090026202400001,202400001,2024-03-24,108,26,1,2,3,7,2,10,2024-03-23 07:20:00,2024-03-24 17:20:00,2024-03-24 23:20:00,15.917561,75.452863,Voluptatibus corporis ducimus molestias cupiditate similique pariatur eaque doloremque nobis.,1009
151,144300003202400002,202400002,2024-04-28,65,3,1,2,5,11,2,1,2024-04-27 21:09:00,2024-04-28 04:09:00,2024-04-28 10:09:00,12.96015,77.57772,Omnis aperiam praesentium esse exercitationem ab laboriosam dolorum cum esse iure numquam nulla placeat.,4430
152,110150046202500001,202500001,2025-01-01,272,46,1,2,4,9,2,16,2024-12-31 23:56:00,2025-01-01 11:56:00,2025-01-01 13:56:00,11.839831,78.327044,Voluptatibus eum in quos quae animi laboriosam.,1015
153,110260076202500001,202500001,2025-06-20,267,76,1,2,6,12,1,27,2025-06-20 03:43:00,2025-06-20 19:43:00,2025-06-20 19:43:00,12.850319,76.091652,Voluptatem totam libero suscipit corrupti dolorem reprehenderit aliquam fuga.,1026
154,110060018202300003,202300003,2023-07-05,207,18,1,2,3,6,1,7,2023-07-04 03:01:00,2023-07-05 11:01:00,2023-07-05 17:01:00,17.280056,75.767248,Animi ipsum non autem laudantium possimus ullam ratione eligendi atque laudantium expedita.,1006
155,110020008202200002,202200002,2022-07-21,66,8,1,2,3,7,3,3,2022-07-20 13:08:00,2022-07-21 07:08:00,2022-07-21 12:08:00,16.160861,76.727059,Assumenda assumenda voluptatibus beatae eos id eos minima praesentium veritatis quod.,1002
156,144300002202500001,202500001,2025-08-15,127,2,1,2,4,9,3,1,2025-08-14 02:12:00,2025-08-15 02:12:00,2025-08-15 08:12:00,12.976493,77.587959,Aperiam quibusdam debitis harum aperiam suscipit quos non.,4430
157,144300004202200001,202200001,2022-11-22,388,4,1,2,6,12,2,1,2022-11-20 13:19:00,2022-11-22 02:19:00,2022-11-22 02:19:00,13.002214,77.567813,Tempora error libero similique libero aliquid numquam voluptate repudiandae necessitatibus.,4430
158,110220064202300001,202300001,2023-02-16,260,64,1,2,1,2,1,23,2023-02-14 19:15:00,2023-02-16 01:15:00,2023-02-16 05:15:00,13.191022,76.430485,Incidunt facilis sed earum explicabo voluptatem dicta quasi numquam itaque praesentium velit explicabo.,1022
159,110170051202200002,202200002,2022-09-11,57,51,1,1,2,4,3,18,2022-09-10 07:01:00,2022-09-11 21:01:00,2022-09-12 01:01:00,17.874549,75.282995,Omnis alias aspernatur asperiores repudiandae aperiam explicabo iusto harum nostrum tempore asperiores vitae distinctio libero eius.,1017
160,144300001202200002,202200002,2022-12-01,168,1,1,2,6,12,1,1,2022-11-29 19:47:00,2022-12-01 08:47:00,2022-12-01 14:47:00,13.001078,77.607896,Illo harum eligendi minus veritatis blanditiis nam ipsa nam eligendi.,4430
161,844300004202300001,202300001,2023-03-30,388,4,8,2,6,13,3,1,2023-03-29 00:14:00,2023-03-30 20:14:00,2023-03-30 20:14:00,12.982493,77.607703,Rem ut repudiandae sed modi ad asperiores ipsum nobis architecto ratione provident vitae.,4430
162,144300004202200002,202200002,2022-09-28,388,4,1,1,5,10,2,1,2022-09-28 00:11:00,2022-09-28 20:11:00,2022-09-29 01:11:00,12.809679,77.621395,Repudiandae libero occaecati ullam excepturi voluptates provident iste.,4430
163,810070021202500001,202500001,2025-08-09,2,21,8,2,4,8,1,8,2025-08-08 12:27:00,2025-08-09 08:27:00,2025-08-09 13:27:00,16.334718,75.353053,Sapiente illum eos modi minus qui a error ducimus et consequuntur.,1007
164,110270080202500001,202500001,2025-07-01,332,80,1,2,1,1,2,28,2025-06-30 17:37:00,2025-07-01 12:37:00,2025-07-01 14:37:00,15.921428,77.962367,Incidunt non deserunt temporibus totam molestiae ducimus beatae est.,1027
165,110100031202400001,202400001,2024-09-13,14,31,1,2,3,6,3,11,2024-09-11 08:21:00,2024-09-13 02:21:00,2024-09-13 04:21:00,13.495397,76.670413,Dolor fuga laborum dolore ratione sed quibusdam aut aspernatur ab aliquid quae vel vel ad reprehenderit.,1010
166,110010005202400002,202400002,2024-11-25,72,5,1,2,1,2,2,2,2024-11-23 12:57:00,2024-11-25 07:57:00,2024-11-25 09:57:00,14.094235,75.436714,Iure tenetur distinctio aliquid illum praesentium veniam cumque facere laborum optio ratione nobis magni.,1001
167,110160049202600001,202600001,2026-01-17,391,49,1,2,4,8,2,17,2026-01-15 23:41:00,2026-01-17 00:41:00,2026-01-17 05:41:00,14.853212,76.126475,Nisi quibusdam beatae et ab modi harum voluptas.,1016
168,110050016202500001,202500001,2025-12-21,212,16,1,2,2,4,2,6,2025-12-20 11:52:00,2025-12-21 18:52:00,2025-12-21 23:52:00,15.736599,75.786755,Cumque eligendi molestiae incidunt cumque velit dignissimos quod nostrum.,1005
169,110290087202300001,202300001,2023-09-07,116,87,1,1,6,13,1,30,2023-09-06 20:53:00,2023-09-07 05:53:00,2023-09-07 10:53:00,15.754049,77.851545,Ab aliquam odio cumque dicta earum quo alias.,1029
170,144300001202500003,202500003,2025-02-18,201,1,1,2,3,6,3,1,2025-02-17 09:43:00,2025-02-18 05:43:00,2025-02-18 08:43:00,12.9988,77.571812,Ipsam beatae modi iusto distinctio perferendis deleniti odit.,4430
171,144300004202300001,202300001,2023-11-10,388,4,1,2,5,11,3,1,2023-11-08 21:16:00,2023-11-10 11:16:00,2023-11-10 15:16:00,12.991822,77.592363,Dolor illum dolorem ullam harum exercitationem iure accusantium minima.,4430
172,410120039202200001,202200001,2022-05-26,306,39,4,2,2,4,2,13,2022-05-26 05:56:00,2022-05-26 15:56:00,2022-05-26 16:56:00,13.939515,77.193209,Natus culpa ut voluptatum quaerat a quod provident deleniti in eum eius molestias.,1012
173,810270081202300001,202300001,2023-12-03,288,81,8,2,4,9,2,28,2023-12-01 20:36:00,2023-12-03 13:36:00,2023-12-03 14:36:00,15.95899,77.930327,Voluptatum a fuga beatae incidunt quisquam in corporis.,1027
174,110190056202200001,202200001,2022-04-29,343,56,1,2,3,7,1,20,2022-04-28 18:28:00,2022-04-29 00:28:00,2022-04-29 01:28:00,16.909013,77.199814,Reprehenderit odit a quae veritatis temporibus molestias amet expedita esse.,1019
175,110090026202500001,202500001,2025-07-21,108,26,1,2,4,9,1,10,2025-07-21 00:25:00,2025-07-21 13:25:00,2025-07-21 18:25:00,15.974694,75.481069,Error aspernatur deserunt nam laboriosam dolor dignissimos.,1009
176,110050016202200001,202200001,2022-01-29,353,16,1,2,5,11,1,6,2022-01-27 13:48:00,2022-01-29 10:48:00,2022-01-29 12:48:00,15.746138,75.785491,Dolores voluptas officiis doloribus sint dolorum vel veritatis ea.,1005
177,110230067202200001,202200001,2022-07-30,50,67,1,2,5,11,1,24,2022-07-29 17:32:00,2022-07-30 12:32:00,2022-07-30 15:32:00,16.443718,76.926963,Earum iure rem voluptatem ab quos nam ut optio fuga eius necessitatibus assumenda porro sapiente.,1023
178,110290089202500001,202500001,2025-05-06,285,89,1,2,4,8,1,30,2025-05-05 08:21:00,2025-05-06 16:21:00,2025-05-06 18:21:00,15.703805,77.893332,Neque delectus alias asperiores mollitia dolorum id nulla possimus.,1029
179,110090027202200002,202200002,2022-12-04,286,27,1,1,2,5,1,10,2022-12-03 03:01:00,2022-12-04 12:01:00,2022-12-04 13:01:00,15.889477,75.457167,Nisi itaque in dolore voluptas deserunt dolor.,1009
180,110240071202500001,202500001,2025-12-27,314,71,1,2,1,2,2,25,2025-12-26 05:50:00,2025-12-27 20:50:00,2025-12-27 20:50:00,13.274944,74.174208,Sunt neque dolorum culpa corrupti ut expedita quam amet voluptate ipsam in quam quasi placeat placeat.,1024
181,144300001202500004,202500004,2025-08-31,168,1,1,2,6,12,2,1,2025-08-29 17:03:00,2025-08-31 00:03:00,2025-08-31 05:03:00,13.013017,77.620661,Ipsa blanditiis ipsum consequatur laborum natus incidunt aliquid voluptas pariatur amet molestias a.,4430
182,110180054202500001,202500001,2025-11-24,176,54,1,2,1,1,1,19,2025-11-23 06:40:00,2025-11-24 21:40:00,2025-11-25 02:40:00,13.888433,76.960523,Accusantium enim illum perspiciatis tempore laboriosam earum est tempore commodi temporibus commodi.,1018
183,110230068202200001,202200001,2022-08-03,293,68,1,2,5,11,2,24,2022-08-02 01:46:00,2022-08-03 16:46:00,2022-08-03 17:46:00,16.443017,76.932692,Maxime voluptatum earum numquam nihil nam nobis sequi excepturi adipisci ea commodi esse nostrum provident nesciunt.,1023
184,110170051202400001,202400001,2024-12-07,368,51,1,1,6,13,2,18,2024-12-06 16:22:00,2024-12-07 06:22:00,2024-12-07 11:22:00,17.849301,75.329797,Labore inventore illo laudantium accusamus voluptatum explicabo.,1017
185,410240069202300001,202300001,2023-11-09,323,69,4,2,1,2,2,25,2023-11-08 21:00:00,2023-11-09 07:00:00,2023-11-09 07:00:00,13.24011,74.188192,Exercitationem tenetur fuga sed temporibus labore aliquid similique voluptate cupiditate occaecati.,1024
186,144300001202200003,202200003,2022-06-03,46,1,1,2,1,1,2,1,2022-06-03 04:46:00,2022-06-03 23:46:00,2022-06-04 01:46:00,12.965614,77.422112,Adipisci veritatis nobis pariatur rem ad laborum blanditiis voluptatem.,4430
187,110250074202200002,202200002,2022-07-24,5,74,1,2,1,2,2,26,2022-07-23 01:55:00,2022-07-24 05:55:00,2022-07-24 10:55:00,13.314574,78.355262,Temporibus mollitia nobis corporis quidem maxime reiciendis iste animi officia molestias debitis sint omnis neque.,1025
188,110030011202600001,202600001,2026-04-02,18,11,1,2,2,4,3,4,2026-03-31 09:00:00,2026-04-02 01:00:00,2026-04-02 03:00:00,16.002349,78.335959,Numquam id delectus inventore cupiditate assumenda quas quidem velit quidem velit soluta beatae.,1003
189,310130040202200001,202200001,2022-07-10,276,40,3,2,3,7,2,14,2022-07-09 10:52:00,2022-07-10 11:52:00,2022-07-10 16:52:00,15.275235,77.859215,Corporis iusto consequuntur ullam eos quam saepe laborum velit.,1013
190,310240072202400001,202400001,2024-05-13,346,72,3,2,2,3,3,25,2024-05-13 13:56:00,2024-05-13 20:56:00,2024-05-13 23:56:00,13.273719,74.195091,Deleniti dolorum libero a pariatur quibusdam consequuntur suscipit quas vero officia assumenda ducimus.,1024
191,410140043202400001,202400001,2024-09-15,363,43,4,2,4,9,2,15,2024-09-13 22:43:00,2024-09-15 18:43:00,2024-09-16 00:43:00,13.860943,75.35072,Eum fuga sequi rerum tenetur atque impedit corrupti explicabo quia minima.,1014
192,110220064202200001,202200001,2022-09-25,260,64,1,2,4,9,1,23,2022-09-23 21:58:00,2022-09-25 15:58:00,2022-09-25 17:58:00,13.159594,76.476406,Explicabo possimus quis neque minus nihil laboriosam.,1022
